代码,名称,最新价,涨跌额,涨跌幅,买入,卖出,昨收,今开,最高,最低,成交量,成交额
sh900943,开开Ｂ股,0.439,-0.003,-0.679,0.439,0.44,0.442,0.438,0.442,0.438,7000,3079
sh900945,海控B股,0.247,-0.001,-0.403,0.247,0.248,0.248,0.248,0.248,0.247,21700,5377
sh900946,天雁B股,0.192,-0.001,-0.518,0.192,0.193,0.193,0.198,0.198,0.192,98400,18976
sh900947,振华Ｂ股,0.266,0.002,0.758,0.265,0.266,0.264,0.264,0.267,0.263,705800,187589
sh900948,伊泰Ｂ股,2.213,0.014,0.637,2.213,2.214,2.199,2.196,2.215,2.196,668600,1477864
sz200011,深物业B,2.82,0.01,0.356,2.81,2.82,2.81,2.81,2.85,2.81,73700,207565
sz200012,南 玻Ｂ,1.58,0.0,0.0,1.57,1.58,1.58,1.58,1.59,1.57,340396,537325
sz200016,深康佳Ｂ,0.81,0.0,0.0,0.81,0.82,0.81,0.8,0.82,0.8,494760,399748
sz200017,深中华B,1.73,-0.01,-0.575,1.73,1.75,1.74,1.75,1.75,1.73,15400,26834
sz200019,深粮B,3.6,0.0,0.0,3.59,3.6,3.6,3.58,3.6,3.58,85300,305724
sz200020,深华发Ｂ,2.96,-0.01,-0.337,2.95,2.96,2.97,2.96,2.96,2.96,25700,76072
sz200025,特 力Ｂ,4.5,-0.01,-0.222,4.5,4.51,4.51,4.49,4.51,4.45,53660,240394
sz200026,飞亚达Ｂ,6.91,-0.06,-0.861,6.91,6.93,6.97,6.86,6.96,6.85,32200,222523
sz200028,一致Ｂ,13.97,-0.04,-0.286,13.97,13.98,14.01,14.02,14.03,13.96,110304,1542799
sz200029,深深房Ｂ,3.95,-0.02,-0.504,3.93,3.95,3.97,3.97,3.97,3.91,65100,255654
sz200030,富奥B,3.18,0.0,0.0,3.18,3.19,3.18,3.19,3.2,3.17,93500,298364
sz200037,深南电B,2.14,0.02,0.943,2.13,2.14,2.12,2.12,2.14,2.12,229700,490423
sz200045,深纺织Ｂ,4.54,-0.07,-1.518,4.54,4.55,4.61,4.58,4.58,4.5,108600,493739
sz200055,方大Ｂ,1.26,-0.01,-0.787,1.26,1.27,1.27,1.26,1.26,1.26,39694,50014
sz200056,皇庭B,0.75,0.01,1.351,0.74,0.75,0.74,0.74,0.75,0.74,64600,48180
sz200058,深赛格B,1.84,0.0,0.0,1.83,1.84,1.84,1.84,1.84,1.84,6400,11776
sz200429,粤高速Ｂ,8.92,-0.02,-0.224,8.91,8.92,8.94,8.91,8.96,8.87,315100,2801987
sz200468,宁通信B,4.45,0.01,0.225,4.42,4.45,4.44,4.44,4.45,4.4,47700,211179
sz200488,ST晨鸣B,0.89,0.0,0.0,0.88,0.89,0.89,0.9,0.9,0.88,356402,315700
sz200505,京粮B,1.98,-0.01,-0.503,1.97,1.98,1.99,2.0,2.0,1.97,41200,81277
sz200512,闽灿坤Ｂ,2.71,-0.11,-3.901,2.7,2.71,2.82,2.78,2.78,2.68,352967,962438
sz200521,虹美菱B,3.1,-0.08,-2.516,3.1,3.11,3.18,3.18,3.18,3.1,810100,2535328
sz200530,冰山B,1.7,0.02,1.19,1.68,1.7,1.68,1.69,1.7,1.68,140970,237261
sz200539,粤电力Ｂ,2.02,0.0,0.0,2.01,2.02,2.02,2.02,2.02,2.0,362260,728785
sz200541,粤照明Ｂ,2.08,0.01,0.483,2.07,2.08,2.07,2.07,2.08,2.06,25500,52745
sz200550,江 铃Ｂ,10.02,0.0,0.0,10.01,10.04,10.02,10.02,10.05,10.01,102300,1026357
sz200553,安道麦B,2.63,-0.02,-0.755,2.62,2.63,2.65,2.65,2.65,2.63,78300,207138
sz200570,苏常柴Ｂ,2.1,0.09,4.478,2.09,2.1,2.01,1.99,2.1,1.99,2080886,4312667
sz200581,苏威孚Ｂ,14.45,-0.15,-1.027,14.46,14.5,14.6,14.61,14.61,14.45,62700,910708
sz200596,古井贡Ｂ,68.7,0.45,0.659,68.67,68.71,68.25,68.25,68.87,68.25,47800,3279973
sz200625,长 安Ｂ,4.01,0.04,1.008,4.0,4.01,3.97,3.97,4.02,3.97,1538848,6163357
sz200706,瓦轴B,0.0,0.0,0.0,0.0,0.0,2.8,0.0,0.0,0.0,0,0
sz200725,京东方Ｂ,3.78,0.08,2.162,3.77,3.78,3.7,3.74,3.8,3.74,2290400,8655095
sz200726,鲁 泰Ｂ,4.96,0.01,0.202,4.95,4.96,4.95,4.97,4.97,4.94,28700,142022
sz200761,本钢板Ｂ,1.17,0.0,0.0,1.16,1.17,1.17,1.17,1.18,1.17,422600,494736
sz200869,张 裕Ｂ,7.63,0.02,0.263,7.63,7.64,7.61,7.61,7.64,7.61,33420,254895
sz200992,中 鲁Ｂ,2.24,-0.02,-0.885,2.24,2.25,2.26,2.26,2.26,2.24,15100,33956
sz201872,招港B,16.36,0.02,0.122,16.33,16.35,16.34,16.32,16.37,16.32,35600,582219
