代码,名称,最新价,涨跌额,涨跌幅,买入,卖出,昨收,今开,最高,最低,成交量,成交额
sh900920,动力Ｂ股,0.381,0.003,0.794,0.38,0.381,0.378,0.38,0.382,0.373,633376,240225
sh900921,金煤B股,0.179,0.0,0.0,0.178,0.179,0.179,0.178,0.18,0.176,481274,85639
sh900922,三毛B股,0.715,0.008,1.132,0.712,0.715,0.707,0.733,0.733,0.713,46200,33151
sh900923,百联Ｂ股,0.495,-0.003,-0.602,0.495,0.497,0.498,0.498,0.498,0.49,280850,138148
sh900924,上工Ｂ股,0.351,-0.001,-0.284,0.35,0.351,0.352,0.349,0.351,0.349,89822,31404
sh900925,机电Ｂ股,1.416,-0.003,-0.211,1.416,1.418,1.419,1.419,1.43,1.408,280305,397307
sh900926,宝信Ｂ,1.026,0.014,1.383,1.027,1.028,1.012,1.012,1.032,1.008,693103,707268
sh900927,物贸Ｂ股,0.361,0.0,0.0,0.361,0.364,0.361,0.361,0.365,0.361,55700,20115
sh900928,临港B股,0.65,0.0,0.0,0.649,0.65,0.65,0.65,0.654,0.645,113800,73850
sh900929,锦旅Ｂ股,1.129,-0.004,-0.353,1.129,1.135,1.133,1.13,1.136,1.129,27904,31558
sh900932,陆家Ｂ股,0.404,0.001,0.248,0.402,0.404,0.403,0.403,0.405,0.402,273317,110140
sh900934,锦江Ｂ股,1.511,0.006,0.399,1.511,1.512,1.505,1.51,1.515,1.508,108700,164356
sh900936,鄂资Ｂ股,1.246,0.029,2.383,1.246,1.247,1.217,1.213,1.246,1.213,971437,1202615
sh900937,华电B股,0.168,-0.002,-1.176,0.168,0.169,0.17,0.168,0.169,0.167,1277000,214243
sh900938,海科B,0.229,-0.001,-0.435,0.229,0.23,0.23,0.23,0.23,0.229,44612,10222
sh900939,汇丽B,0.594,-0.01,-1.656,0.594,0.595,0.604,0.596,0.598,0.589,269300,159904
sh900940,大名城B,0.243,0.004,1.674,0.242,0.244,0.239,0.239,0.245,0.238,364158,87769
sh900941,东信Ｂ股,0.504,0.008,1.613,0.503,0.504,0.496,0.502,0.504,0.498,854227,428742
sh900942,黄山Ｂ股,0.71,-0.003,-0.421,0.711,0.713,0.713,0.711,0.712,0.709,40900,29052
sh900943,开开Ｂ股,0.439,-0.003,-0.679,0.439,0.44,0.442,0.438,0.442,0.438,7000,3079
sh900945,海控B股,0.248,0.0,0.0,0.247,0.248,0.248,0.248,0.248,0.247,22700,5625
sh900946,天雁B股,0.192,-0.001,-0.518,0.192,0.193,0.193,0.198,0.198,0.192,98400,18976
sh900947,振华Ｂ股,0.266,0.002,0.758,0.265,0.266,0.264,0.264,0.267,0.263,798600,212263
sh900948,伊泰Ｂ股,2.214,0.015,0.682,2.213,2.214,2.199,2.196,2.215,2.196,683100,1509957
sz200011,深物业B,2.81,0.0,0.0,2.8,2.81,2.81,2.81,2.85,2.81,76000,214028
sz200012,南 玻Ｂ,1.59,0.01,0.633,1.57,1.59,1.58,1.58,1.59,1.57,344796,544278
sz200016,深康佳Ｂ,0.82,0.01,1.235,0.81,0.82,0.81,0.8,0.82,0.8,524860,424130
sz200017,深中华B,1.75,0.01,0.575,1.73,1.74,1.74,1.75,1.75,1.73,15600,27184
sz200019,深粮B,3.6,0.0,0.0,3.6,3.62,3.6,3.58,3.6,3.58,97700,350364
sz200020,深华发Ｂ,2.96,-0.01,-0.337,2.96,2.98,2.97,2.96,2.96,2.96,29201,86435
sz200025,特 力Ｂ,4.53,0.02,0.443,4.47,4.5,4.51,4.49,4.53,4.45,63660,285612
sz200026,飞亚达Ｂ,6.91,-0.06,-0.861,6.9,6.91,6.97,6.86,6.96,6.85,35100,242562
sz200028,一致Ｂ,13.96,-0.05,-0.357,13.96,13.99,14.01,14.02,14.03,13.96,135404,1893483
sz200029,深深房Ｂ,3.95,-0.02,-0.504,3.94,3.95,3.97,3.97,3.97,3.91,65100,255654
sz200030,富奥B,3.18,0.0,0.0,3.18,3.19,3.18,3.19,3.2,3.17,93500,298364
sz200037,深南电B,2.14,0.02,0.943,2.14,2.15,2.12,2.12,2.14,2.12,261912,559357
sz200045,深纺织Ｂ,4.53,-0.08,-1.735,4.52,4.53,4.61,4.58,4.58,4.5,134000,608935
sz200055,方大Ｂ,1.26,-0.01,-0.787,1.26,1.27,1.27,1.26,1.26,1.26,53501,67411
sz200056,皇庭B,0.75,0.01,1.351,0.74,0.75,0.74,0.74,0.75,0.74,64600,48180
sz200058,深赛格B,1.84,0.0,0.0,1.83,1.84,1.84,1.84,1.84,1.84,6400,11776
sz200429,粤高速Ｂ,8.92,-0.02,-0.224,8.89,8.92,8.94,8.91,8.96,8.87,338700,3011866
sz200468,宁通信B,4.45,0.01,0.225,4.42,4.45,4.44,4.44,4.45,4.4,48700,215629
sz200488,ST晨鸣B,0.89,0.0,0.0,0.88,0.89,0.89,0.9,0.9,0.88,356702,315967
sz200505,京粮B,1.97,-0.02,-1.005,1.97,1.98,1.99,2.0,2.0,1.97,42330,83503
sz200512,闽灿坤Ｂ,2.71,-0.11,-3.901,2.71,2.72,2.82,2.78,2.78,2.68,379521,1034399
sz200521,虹美菱B,3.1,-0.08,-2.516,3.09,3.11,3.18,3.18,3.18,3.1,948400,2964058
sz200530,冰山B,1.7,0.02,1.19,1.68,1.7,1.68,1.69,1.7,1.68,169470,285427
sz200539,粤电力Ｂ,2.02,0.0,0.0,2.01,2.02,2.02,2.02,2.02,2.0,377560,759691
sz200541,粤照明Ｂ,2.08,0.01,0.483,2.07,2.08,2.07,2.07,2.08,2.06,48900,101417
sz200550,江 铃Ｂ,10.02,0.0,0.0,10.02,10.04,10.02,10.02,10.05,10.01,102300,1026357
sz200553,安道麦B,2.62,-0.03,-1.132,2.61,2.62,2.65,2.65,2.65,2.62,98300,259538
sz200570,苏常柴Ｂ,2.1,0.09,4.478,2.09,2.11,2.01,1.99,2.11,1.99,2330486,4838072
sz200581,苏威孚Ｂ,14.45,-0.15,-1.027,14.47,14.5,14.6,14.61,14.61,14.45,69600,1010472
sz200596,古井贡Ｂ,68.71,0.46,0.674,68.72,68.76,68.25,68.25,68.87,68.25,58400,4008894
sz200625,长 安Ｂ,4.02,0.05,1.259,4.01,4.02,3.97,3.97,4.02,3.97,1662048,6658024
sz200706,瓦轴B,0.0,0.0,0.0,0.0,0.0,2.8,0.0,0.0,0.0,0,0
sz200725,京东方Ｂ,3.77,0.07,1.892,3.76,3.77,3.7,3.74,3.8,3.74,2378800,8988147
sz200726,鲁 泰Ｂ,4.96,0.01,0.202,4.95,4.96,4.95,4.97,4.97,4.94,35300,174758
sz200761,本钢板Ｂ,1.17,0.0,0.0,1.16,1.17,1.17,1.17,1.18,1.16,435100,509353
sz200869,张 裕Ｂ,7.63,0.02,0.263,7.63,7.64,7.61,7.61,7.64,7.61,48820,372397
sz200992,中 鲁Ｂ,2.25,-0.01,-0.442,2.22,2.25,2.26,2.26,2.26,2.22,24700,55421
sz201872,招港B,16.33,-0.01,-0.061,16.33,16.35,16.34,16.32,16.37,16.32,40800,667135
