代码,名称,最新价,涨跌额,涨跌幅,买入,卖出,昨收,今开,最高,最低,成交量,成交额,时点,市盈率,市净率,流通市值,总市值,换手率
sh688001,华兴源创,40.84,-0.78,-1.874,40.83,40.86,41.62,41.3,41.88,40.29,7831338,320750052,14:53:35,-36.142,5.238,1815296.518812,1815296.518812,1.76187
sh688002,睿创微纳,125.46,4.47,3.695,125.46,125.5,120.99,122.0,126.66,120.71,9685149,1208982892,14:53:35,50.184,9.073,5843124.960048,5843124.960048,2.07954
sh688003,天准科技,71.9,2.7,3.902,71.9,71.96,69.2,72.48,76.0,70.59,5613847,409904529,14:53:35,110.632,7.487,1397164.395,1397164.395,2.88896
sh688004,博汇科技,22.72,0.52,2.342,22.7,22.72,22.2,22.36,22.84,22.19,1788727,40348573,14:53:34,-47.333,3.083,181959.936,181959.936,2.23345
sh688005,容百科技,31.2,0.4,1.299,31.19,31.2,30.8,31.4,31.9,30.82,23162518,725427541,14:53:37,-115.556,2.789,2229943.4664,2229610.50624,3.24124
sh688006,杭可科技,30.26,0.91,3.101,30.26,30.27,29.35,29.7,31.68,29.5,24527225,751860204,14:53:34,49.607,3.388,1826711.931952,1826711.931952,4.063
sh688007,光峰科技,14.45,0.1,0.697,14.44,14.45,14.35,14.36,14.49,14.33,3094818,44629106,14:53:36,240.833,2.579,664144.592575,664144.592575,0.67335
sh688008,澜起科技,150.99,3.81,2.589,150.99,151.03,147.18,147.48,152.85,144.34,38580224,5769661964,14:53:35,76.645,14.279,18453998.117079,17309894.040579,3.36526
sh688009,中国通号,5.36,-0.02,-0.372,5.35,5.36,5.38,5.38,5.4,5.31,44498978,237623598,14:53:36,15.765,1.199,5676142.984,4620865.648,0.51617
sh688010,福光股份,34.44,0.62,1.833,34.43,34.45,33.82,33.82,35.08,33.82,4194363,144575929,14:53:36,570.199,3.294,552974.074632,552974.074632,2.61231
sh688011,新光光电,67.58,0.05,0.074,67.57,67.58,67.53,67.55,68.5,65.98,1310834,88473466,14:53:24,-99.382,6.316,675800.0,673519.330434,1.31527
sh688012,中微公司,318.8,-1.56,-0.487,318.8,318.82,320.36,323.1,324.5,316.0,10025926,3198953156,14:53:34,93.765,8.807,19986139.7828,19986139.7828,1.59924
sh688013,天臣医疗,38.28,0.2,0.525,38.28,38.34,38.08,38.07,38.5,37.53,1003899,38244884,14:53:34,58.892,5.181,310663.6368,310663.6368,1.23701
